"experiment_abbreviated"	"Genes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"threshold"	"SGD_name"
"F60_P8"	"YOR322C"	-2.92109208445098	9.77060045833218	-18.4386906103737	1.91439480773116e-11	2.67990083676997e-09	16.6866101663555	"TRUE"	"S000005849"
"F60_P8"	"YOR327C"	2.3539689184902	10.0792183460623	11.5408578578387	1.10036610283745e-08	2.19639680451926e-07	10.2801010707095	"TRUE"	"S000005854"
"F60_P8"	"YOR330C"	-2.51201272584314	8.3986037083737	-6.06393311046577	2.54593201458183e-05	0.000136043047228207	2.27521802774532	"TRUE"	"S000005857"
"F60_P8"	"YOR332W"	4.18751934088235	9.305596396	10.6009100994072	3.32424189035239e-08	5.19333472414964e-07	9.14335704145931	"TRUE"	"S000005859"
"F60_P8"	"YOR340C"	-2.77996973366667	8.03182505892041	-7.63117931555514	1.93812067658743e-06	1.51170570954646e-05	4.93994660326236	"TRUE"	"S000005867"
"F60_P8"	"YOR346W"	-2.66860594163726	7.41209107552422	-6.81979756406213	7.05447305722911e-06	4.52123728047353e-05	3.60215386230247	"TRUE"	"S000005873"
"F60_P8"	"YOR347C"	-2.86793471527451	10.0893218318547	-11.2665753434759	1.50762819410329e-08	2.74651649949741e-07	9.95676084201472	"TRUE"	"S000005874"
"F60_P8"	"YOR351C"	-2.46307445055882	5.81293232295329	-11.3766399953559	1.32768318272308e-08	2.54050744262425e-07	10.0873155480725	"TRUE"	"S000005878"
"F60_P8"	"YOR357C"	2.12605863217647	8.24316631396886	5.72147894952819	4.67348422190001e-05	0.000229659116105285	1.64853733409278	"TRUE"	"S000005884"
"F60_P8"	"YOR362C"	2.49275308931373	10.151144209699	13.7428750488099	1.0764168936424e-09	3.93109217943116e-08	12.6537444420117	"TRUE"	"S000005889"
"F60_P8"	"YOR365C"	-6.26755550680392	7.91880546479412	-13.9976233908555	8.40009896272941e-10	3.26162966658679e-08	12.9053135540404	"TRUE"	"S000005892"
"F60_P8"	"YOR368W"	-2.90477524807843	7.91968277651557	-9.2336153216321	1.9198680004933e-07	2.17755604021836e-06	7.33339405481364	"TRUE"	"S000005895"
"F60_P8"	"YOR371C"	3.54371256968628	7.01629829616955	9.07574970395095	2.37972279976471e-07	2.56858121335458e-06	7.11133769137888	"TRUE"	"S000005898"
"F60_P8"	"YOR372C"	-3.40264641748039	7.04915707957958	-9.12945290994344	2.21142113653719e-07	2.42050508967275e-06	7.18719787200443	"TRUE"	"S000005899"
"F60_P8"	"YOR374W"	2.53774853088235	11.5105151633391	15.5915931346962	1.93665041193867e-10	1.15106277835841e-08	14.385792401957	"TRUE"	"S000005901"
"F60_P8"	"YOR375C"	-2.15591210654902	9.98912583947751	-3.96258371368891	0.00133755803931775	0.00438664610983402	-1.77994148530506	"TRUE"	"S000005902"
"F60_P8"	"YOR380W"	-2.372651482	8.62942030038408	-8.91779789589284	2.95809159192937e-07	3.10060457601346e-06	6.88628184241206	"TRUE"	"S000005907"
